Agency,City,State,Legacy NTD ID,NTD ID,Organization Type,NTD Reporter Type,Primary UZA Population,Agency VOMS,Mode,Type of Service,Mode VOMS,Mode VOMS Questionable,Max Trains in Operation,Max Trains in Operation Questionable,Average Speed (mi/hr),Average Speed (mi/hr) Questionable,Average Passenger Trip Length (mi),Average Passenger Trip Length (mi) Questionable,Passengers per Hour,Passengers per Hour Questionable,Scheduled Vehicle Revenue Miles,Scheduled Vehicle Revenue Miles Questionable,Vehicle Miles,Vehicle Miles Questionable,Vehicle Revenue Miles,Vehicle Revenue Miles Questionable,Deadhead Miles, Deadhead Miles Questionable ,Vehicle Hours, Vehicle Hours Questionable ,"Vehicle 
Revenue 
Hours", Vehicle Revenue Hours Questionable ,Deadhead Hours, Deadhead Hours Questionable ,Train Miles, Train Miles Questionable ,"Train 
Revenue
Miles", Train Revenue Miles Questionable ,Train Hours, Train Hours Questionable ,"Train 
Revenue 
Hours", Train Revenue Hours Questionable ,Unlinked Passenger Trips, Unlinked Passenger Trips Questionable ,Passenger Miles,Passenger Miles Questionable,Directional Route Miles
"City of Camarillo, dba: Camarillo Area Transit",Camarillo,CA,9163,90163,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter," 71,772 ",  21 ,DR,PT,19,,0,,  11.04 ,,  -   ,,  3.44 ,, 0 ,, 0 ,,303078,, 0 ,, 0 ,,27464,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,94440,, 0 ,,0.0
Kings County Area Public Transit Agency,Hanford,CA,9200,90200,Independent Public Agency or Authority of Transit Service,Full Reporter," 87,941 ",  21 ,DR,PT,5,,0,,  13.89 ,,  3.91 ,,  3.31 ,, 0 ,," 71,166 ",,60011,," 11,155 ",," 5,271 ",,4321,, 950 ,, 0 ,, 0 ,, 0 ,, 0 ,,14294,," 55,826 ",,0.0
"City of Camarillo, dba: Camarillo Area Transit",Camarillo,CA,9163,90163,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter," 71,772 ",  21 ,MB,PT,2,,0,,  10.14 ,,  -   ,,  14.44 ,, 0 ,, 0 ,,54607,, 0 ,, 0 ,,5385,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,77752,, 0 ,,0.0
Tuolumne County Transit,Sonora,CA,9R02-035,9R02-91057,Independent Public Agency or Authority of Transit Service,Rural Reporter, 0 ,  20 ,DR,DO,10,,0,,  15.61 ,,  -   ,,  3.94 ,, 0 ,, 0 ,,139328,, 0 ,, 0 ,,8923,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,35198,, 0 ,,0.0
Tuolumne County Transit,Sonora,CA,9R02-035,9R02-91057,Independent Public Agency or Authority of Transit Service,Rural Reporter, 0 ,  20 ,MB,DO,10,,0,,  16.70 ,,  -   ,,  5.43 ,, 0 ,, 0 ,,206577,, 0 ,, 0 ,,12370,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,67126,, 0 ,,0.0
Morongo Basin Transit Authority,Joshua Tree,CA,9R02-049,9R02-91090,Independent Public Agency or Authority of Transit Service,Rural Reporter, 0 ,  19 ,DR,DO,4,,0,,  12.06 ,,  -   ,,  2.65 ,, 0 ,, 0 ,,84508,, 0 ,, 0 ,,7008,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,18543,, 0 ,,0.0
Morongo Basin Transit Authority,Joshua Tree,CA,9R02-049,9R02-91090,Independent Public Agency or Authority of Transit Service,Rural Reporter, 0 ,  19 ,CB,DO,2,,0,,  31.26 ,,  -   ,,  3.21 ,, 0 ,, 0 ,,73777,, 0 ,, 0 ,,2360,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,7567,, 0 ,,0.0
Morongo Basin Transit Authority,Joshua Tree,CA,9R02-049,9R02-91090,Independent Public Agency or Authority of Transit Service,Rural Reporter, 0 ,  19 ,MB,DO,13,,0,,  21.09 ,,  -   ,,  9.67 ,, 0 ,, 0 ,,559914,, 0 ,, 0 ,,26554,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,256897,, 0 ,,0.0
San Benito County LTA,Hollister,CA,9R02-013,9R02-91009,Independent Public Agency or Authority of Transit Service,Rural Reporter, 0 ,  18 ,MB,PT,4,,0,,  11.23 ,,  -   ,,  5.08 ,, 0 ,, 0 ,,62007,, 0 ,, 0 ,,5520,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,28023,, 0 ,,0.0
"City of Union City, dba: Union City Transit",Union City,CA,9161,90161,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter," 3,281,212 ",  18 ,MB,PT,13,,0,,  12.02 ,,  -   ,,  7.12 ,, 0 ,, 0 ,,469141,, 0 ,, 0 ,,39027,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,277717,, 0 ,,0.0
San Benito County LTA,Hollister,CA,9R02-013,9R02-91009,Independent Public Agency or Authority of Transit Service,Rural Reporter, 0 ,  18 ,DR,PT,11,,0,,  15.57 ,,  -   ,,  3.17 ,, 0 ,, 0 ,,276002,, 0 ,, 0 ,,17728,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,56225,, 0 ,,0.0
"City of Union City, dba: Union City Transit",Union City,CA,9161,90161,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter," 3,281,212 ",  18 ,DR,PT,5,,0,,  6.76 ,,  -   ,,  1.67 ,, 0 ,, 0 ,,73036,, 0 ,, 0 ,,10804,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,18028,, 0 ,,0.0
San Benito County LTA,Hollister,CA,9R02-013,9R02-91009,Independent Public Agency or Authority of Transit Service,Rural Reporter, 0 ,  18 ,CB,PT,3,,0,,  23.14 ,,  -   ,,  6.20 ,, 0 ,, 0 ,,146375,, 0 ,, 0 ,,6325,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,39204,, 0 ,,0.0
City of Madera,Madera,CA,9199,90199,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter," 78,413 ",  17 ,DR,PT,9,,0,,  13.34 ,,  -   ,,  2.88 ,, 0 ,, 0 ,,149147,, 0 ,, 0 ,,11179,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,32224,, 0 ,,0.0
"City of Simi Valley, dba: Simi Valley Transit",Simi Valley,CA,9050,90050,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter," 125,206 ",  17 ,MB,DO,6,,0,,  13.84 ,,  -   ,,  9.58 ,, 0 ,, 0 ,,378284,, 0 ,, 0 ,,27340,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,262024,, 0 ,,0.0
City of Madera,Madera,CA,9199,90199,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter," 78,413 ",  17 ,MB,PT,8,,0,,  13.21 ,,  -   ,,  7.20 ,, 0 ,, 0 ,,204726,, 0 ,, 0 ,,15495,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,111564,, 0 ,,0.0
"City of Simi Valley, dba: Simi Valley Transit",Simi Valley,CA,9050,90050,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter," 125,206 ",  17 ,DR,DO,11,,0,,  9.18 ,,  -   ,,  2.45 ,, 0 ,, 0 ,,162551,, 0 ,, 0 ,,17709,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,43298,, 0 ,,0.0
City of Cerritos,Cerritos,CA,,90259,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter," 12,150,996 ",  16 ,MB,PT,6,,0,,  13.27 ,,  -   ,,  8.88 ,, 0 ,, 0 ,,174367,, 0 ,, 0 ,,13143,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,116685,, 0 ,,0.0
City of Petaluma,Petaluma,CA,9213,90213,"City, County or Local Government Unit or Department of Transportation",Full Reporter," 64,078 ",  16 ,MB,PT,9,,0,,  12.24 ,,  2.76 ,,  16.81 ,," 237,436 ",," 246,378 ",,235407,," 10,971 ",," 20,258 ",,19225,," 1,033 ",, 0 ,, 0 ,, 0 ,, 0 ,,323188,," 891,999 ",,49.7
City of Lodi,Lodi,CA,9175,90175,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter," 68,738 ",  16 ,DR,PT,8,,0,,  9.26 ,,  -   ,,  2.66 ,, 0 ,, 0 ,,108661,, 0 ,, 0 ,,11736,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,31163,, 0 ,,0.0
City of Cerritos,Cerritos,CA,,90259,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter," 12,150,996 ",  16 ,DR,PT,10,,0,,  9.48 ,,  -   ,,  3.10 ,, 0 ,, 0 ,,62183,, 0 ,, 0 ,,6560,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,20336,, 0 ,,0.0
City of Petaluma,Petaluma,CA,9213,90213,"City, County or Local Government Unit or Department of Transportation",Full Reporter," 64,078 ",  16 ,DR,PT,7,,0,,  8.20 ,,  3.18 ,,  2.15 ,, 0 ,," 71,508 ",,65561,," 5,947 ",," 8,616 ",,7997,, 619 ,, 0 ,, 0 ,, 0 ,, 0 ,,17222,," 54,835 ",,0.0
City of Downey,Downey,CA,,90263,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter," 12,150,996 ",  16 ,MB,PT,6,,0,,  10.42 ,,  -   ,,  10.85 ,, 0 ,, 0 ,,115807,, 0 ,, 0 ,,11111,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,120519,, 0 ,,0.0
City of Lodi,Lodi,CA,9175,90175,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter," 68,738 ",  16 ,MB,PT,8,,0,,  11.44 ,,  -   ,,  11.87 ,, 0 ,, 0 ,,260803,, 0 ,, 0 ,,22790,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,270503,, 0 ,,0.0
City of Downey,Downey,CA,,90263,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter," 12,150,996 ",  16 ,DR,DO,10,,0,,  9.64 ,,  -   ,,  3.03 ,, 0 ,, 0 ,,75729,, 0 ,, 0 ,,7858,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,23814,, 0 ,,0.0
City of Carson,Carson,CA,,90258,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter," 12,150,996 ",  15 ,DT,PT,8,,0,,  16.55 ,,  -   ,,  8.93 ,, 0 ,, 0 ,,94330,, 0 ,, 0 ,,5701,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,50905,, 0 ,,0.0
City of Vacaville,Vacaville,CA,9155,90155,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter," 93,141 ",  15 ,MB,PT,12,,0,,  13.61 ,,  -   ,,  11.03 ,, 0 ,, 0 ,,499976,, 0 ,, 0 ,,36738,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,405254,, 0 ,,0.0
City of Alhambra,Alhambra,CA,,90247,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter," 12,150,996 ",  15 ,DR,PT,7,,0,,  7.61 ,,  -   ,,  2.82 ,, 0 ,, 0 ,,102289,, 0 ,, 0 ,,13446,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,37869,, 0 ,,0.0
City of Corona,Corona,CA,9052,90052,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter," 1,932,666 ",  15 ,DR,PT,9,,0,,  12.74 ,,  -   ,,  3.79 ,, 0 ,, 0 ,,195419,, 0 ,, 0 ,,15338,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,58089,, 0 ,,0.0
City of Vacaville,Vacaville,CA,9155,90155,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter," 93,141 ",  15 ,DR,PT,3,,0,,  11.78 ,,  -   ,,  2.74 ,, 0 ,, 0 ,,66753,, 0 ,, 0 ,,5668,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,15527,, 0 ,,0.0
City of Carson,Carson,CA,,90258,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter," 12,150,996 ",  15 ,MB,PT,7,,0,,  12.18 ,,  -   ,,  8.44 ,, 0 ,, 0 ,,345915,, 0 ,, 0 ,,28409,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,239838,, 0 ,,0.0
City of Alhambra,Alhambra,CA,,90247,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter," 12,150,996 ",  15 ,MB,PT,8,,0,,  10.25 ,,  -   ,,  27.52 ,, 0 ,, 0 ,,165419,, 0 ,, 0 ,,16139,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,444146,, 0 ,,0.0
City of Corona,Corona,CA,9052,90052,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter," 1,932,666 ",  15 ,MB,PT,6,,0,,  11.91 ,,  -   ,,  8.93 ,, 0 ,, 0 ,,173434,, 0 ,, 0 ,,14559,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,129972,, 0 ,,0.0
City of Burbank,Burbank,CA,,90256,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter," 12,150,996 ",  14 ,MB,PT,14,,0,,  11.74 ,,  -   ,,  8.40 ,, 0 ,, 0 ,,309680,, 0 ,, 0 ,,26387,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,221615,, 0 ,,0.0
"City of Arcadia, dba: Arcadia Transit",Arcadia,CA,9044,90044,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter," 12,150,996 ",  14 ,DR,PT,8,,0,,  8.20 ,,  -   ,,  2.38 ,, 0 ,, 0 ,,90405,, 0 ,, 0 ,,11020,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,26247,, 0 ,,0.0
"City of Redondo Beach, dba: Beach Cities Transit",Redondo Beach,CA,9214,90214,"City, County or Local Government Unit or Department of Transportation",Full Reporter," 12,150,996 ",  14 ,MB,PT,10,,0,,  11.38 ,,  4.00 ,,  10.63 ,," 404,167 ",," 419,201 ",,386879,," 32,322 ",," 34,896 ",,33993,, 903 ,, 0 ,, 0 ,, 0 ,, 0 ,,361344,," 1,445,376 ",,51.8
City of South Gate,South Gate,CA,,90291,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter," 12,150,996 ",  14 ,MB,PT,5,,0,,  10.94 ,,  -   ,,  14.37 ,, 0 ,, 0 ,,176395,, 0 ,, 0 ,,16121,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,231645,, 0 ,,0.0
"City of Commerce, dba: City of Commerce Municipal Buslines",Commerce,CA,9043,90043,"City, County or Local Government Unit or Department of Transportation",Full Reporter," 12,150,996 ",  14 ,MB,DO,10,,0,,  12.65 ,,  4.22 ,,  15.71 ,," 408,216 ",," 408,314 ",,403011,," 5,303 ",," 32,176 ",,31853,, 323 ,, 0 ,, 0 ,, 0 ,, 0 ,,500498,," 2,113,828 ",,133.4
Humboldt Transit Authority,Eureka,CA,9R02-016,9R02-91036,Independent Public Agency or Authority of Transit Service,Rural Reporter, 0 ,  14 ,CB,DO,9,,0,,  21.48 ,,  -   ,,  14.82 ,, 0 ,, 0 ,,723537,, 0 ,, 0 ,,33692,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,499234,, 0 ,,0.0
"City of Redondo Beach, dba: Beach Cities Transit",Redondo Beach,CA,9214,90214,"City, County or Local Government Unit or Department of Transportation",Full Reporter," 12,150,996 ",  14 ,DR,PT,4,,0,,  9.16 ,,  4.33 ,,  2.11 ,, 0 ,," 67,733 ",,61662,," 6,071 ",," 6,984 ",,6730,, 254 ,, 0 ,, 0 ,, 0 ,, 0 ,,14201,," 61,537 ",,0.0
City of South Gate,South Gate,CA,,90291,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter," 12,150,996 ",  14 ,DT,PT,9,,0,,  15.13 ,,  -   ,,  11.79 ,, 0 ,, 0 ,,185992,, 0 ,, 0 ,,12294,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,144938,, 0 ,,0.0
Humboldt Transit Authority,Eureka,CA,9R02-016,9R02-91036,Independent Public Agency or Authority of Transit Service,Rural Reporter, 0 ,  14 ,MB,DO,5,,0,,  31.34 ,,  -   ,,  3.65 ,, 0 ,, 0 ,,404116,, 0 ,, 0 ,,12896,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,47036,, 0 ,,0.0
"City of Arcadia, dba: Arcadia Transit",Arcadia,CA,9044,90044,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter," 12,150,996 ",  14 ,MB,PT,6,,0,,  11.55 ,,  -   ,,  3.99 ,, 0 ,, 0 ,,154997,, 0 ,, 0 ,,13417,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,53562,, 0 ,,0.0
"City of Commerce, dba: City of Commerce Municipal Buslines",Commerce,CA,9043,90043,"City, County or Local Government Unit or Department of Transportation",Full Reporter," 12,150,996 ",  14 ,DR,DO,4,,0,,  10.98 ,,  7.87 ,,  1.45 ,, 0 ,," 74,151 ",,68623,," 5,528 ",," 6,723 ",,6250,, 473 ,, 0 ,, 0 ,, 0 ,, 0 ,,9086,," 71,500 ",,0.0
"City of Lakewood , dba: DASH Transit",Lakewood,CA,,90301,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter," 12,150,996 ",  14 ,DR,DO,14,,0,,  7.90 ,,  -   ,,  1.51 ,, 0 ,, 0 ,,81479,, 0 ,, 0 ,,10312,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,15614,, 0 ,,0.0
City of Tracy,Tracy,CA,9197,90197,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter," 87,569 ",  13 ,MB,PT,9,,0,,  12.47 ,,  -   ,,  5.43 ,, 0 ,, 0 ,,341126,, 0 ,, 0 ,,27345,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,148514,, 0 ,,0.0
City of Glendora,Glendora,CA,,90266,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter," 12,150,996 ",  13 ,DR,PT,10,,0,,  10.22 ,,  -   ,,  2.27 ,, 0 ,, 0 ,,117169,, 0 ,, 0 ,,11466,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,26026,, 0 ,,0.0
"City of El Monte , dba: City of El Monte Transportation Division",El Monte,CA,,90265,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter," 12,150,996 ",  13 ,DR,PT,5,,0,,  8.95 ,,  -   ,,  2.39 ,, 0 ,, 0 ,,72803,, 0 ,, 0 ,,8138,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,19418,, 0 ,,0.0
County of Sacramento Municipal Services Agency Department of Transportation,Sacramento,CA,9R02-109,9R02-90216,"City, County or Local Government Unit or Department of Transportation",Rural Reporter, 0 ,  13 ,DR,PT,8,,0,,  12.02 ,,  -   ,,  4.19 ,, 0 ,, 0 ,,116409,, 0 ,, 0 ,,9681,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,40575,, 0 ,,0.0
City of Calabasas,Calabasas,CA,,90257,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter," 12,150,996 ",  13 ,MB,PT,11,,0,,  14.11 ,,  -   ,,  9.56 ,, 0 ,, 0 ,,145520,, 0 ,, 0 ,,10310,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,98517,, 0 ,,0.0
City of Porterville,Porterville,CA,9198,90198,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter," 70,272 ",  13 ,MB,PT,10,,0,,  13.96 ,,  -   ,,  12.68 ,, 0 ,, 0 ,,700127,, 0 ,, 0 ,,50140,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,635648,, 0 ,,0.0
City of Tracy,Tracy,CA,9197,90197,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter," 87,569 ",  13 ,DR,PT,4,,0,,  7.69 ,,  -   ,,  1.94 ,, 0 ,, 0 ,,75840,, 0 ,, 0 ,,9866,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,19188,, 0 ,,0.0
Los Angeles County Department of Public Works - East L.A.,Alhambra,CA,,90271,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter," 12,150,996 ",  13 ,MB,PT,6,,0,,  8.31 ,,  -   ,,  29.69 ,, 0 ,, 0 ,,248646,, 0 ,, 0 ,,29910,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,888127,, 0 ,,0.0
"City of El Monte , dba: City of El Monte Transportation Division",El Monte,CA,,90265,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter," 12,150,996 ",  13 ,MB,PT,5,,0,,  9.73 ,,  -   ,,  22.43 ,, 0 ,, 0 ,,208285,, 0 ,, 0 ,,21400,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,479956,, 0 ,,0.0
County of Sacramento Municipal Services Agency Department of Transportation,Sacramento,CA,9R02-109,9R02-90216,"City, County or Local Government Unit or Department of Transportation",Rural Reporter, 0 ,  13 ,CB,PT,4,,0,,  29.05 ,,  -   ,,  6.33 ,, 0 ,, 0 ,,270613,, 0 ,, 0 ,,9317,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,59016,, 0 ,,0.0
City of Calabasas,Calabasas,CA,,90257,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter," 12,150,996 ",  13 ,DR,PT,2,,0,,  6.29 ,,  -   ,,  0.96 ,, 0 ,, 0 ,,16517,, 0 ,, 0 ,,2625,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,2511,, 0 ,,0.0
City of Porterville,Porterville,CA,9198,90198,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter," 70,272 ",  13 ,DR,PT,3,,0,,  15.98 ,,  -   ,,  4.89 ,, 0 ,, 0 ,,42491,, 0 ,, 0 ,,2659,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,13001,, 0 ,,0.0
Los Angeles County Department of Public Works - East L.A.,Alhambra,CA,,90271,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter," 12,150,996 ",  13 ,DR,PT,7,,0,,  9.63 ,,  -   ,,  2.22 ,, 0 ,, 0 ,,78793,, 0 ,, 0 ,,8178,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,18162,, 0 ,,0.0
City of Glendora,Glendora,CA,,90266,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter," 12,150,996 ",  13 ,MB,PT,3,,0,,  13.84 ,,  -   ,,  5.66 ,, 0 ,, 0 ,,89070,, 0 ,, 0 ,,6434,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,36447,, 0 ,,0.0
"City of El Monte , dba: City of El Monte Transportation Division",El Monte,CA,,90265,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter," 12,150,996 ",  13 ,MB,DO,2,,0,,  9.22 ,,  -   ,,  12.94 ,, 0 ,, 0 ,,39952,, 0 ,, 0 ,,4335,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,56076,, 0 ,,0.0
County of Sacramento Municipal Services Agency Department of Transportation,Sacramento,CA,9R02-109,9R02-90216,"City, County or Local Government Unit or Department of Transportation",Rural Reporter, 0 ,  13 ,MB,PT,1,,0,,  31.18 ,,  -   ,,  1.86 ,, 0 ,, 0 ,,73908,, 0 ,, 0 ,,2370,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,4401,, 0 ,,0.0
"City of El Monte , dba: City of El Monte Transportation Division",El Monte,CA,,90265,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter," 12,150,996 ",  13 ,DR,DO,1,,0,,  9.40 ,,  -   ,,  5.52 ,, 0 ,, 0 ,,6532,, 0 ,, 0 ,,695,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,3839,, 0 ,,0.0
Tehama County,Gerber,CA,9R02-027,9R02-91089,"City, County or Local Government Unit or Department of Transportation",Rural Reporter, 0 ,  12 ,MB,PT,8,,0,,  19.61 ,,  -   ,,  5.03 ,, 0 ,, 0 ,,298539,, 0 ,, 0 ,,15220,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,76595,, 0 ,,0.0
City of Inglewood,Inglewood,CA,,90268,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter," 12,150,996 ",  12 ,DT,PT,3,,0,,  14.90 ,,  -   ,,  4.85 ,, 0 ,, 0 ,,39226,, 0 ,, 0 ,,2632,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,12753,, 0 ,,0.0
Tehama County,Gerber,CA,9R02-027,9R02-91089,"City, County or Local Government Unit or Department of Transportation",Rural Reporter, 0 ,  12 ,DR,PT,4,,0,,  28.88 ,,  -   ,,  3.21 ,, 0 ,, 0 ,,146553,, 0 ,, 0 ,,5075,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,16281,, 0 ,,0.0
City of Whittier,Whittier,CA,,90295,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter," 12,150,996 ",  12 ,DR,PT,12,,0,,  8.48 ,,  -   ,,  3.03 ,, 0 ,, 0 ,,186061,, 0 ,, 0 ,,21935,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,66420,, 0 ,,0.0
City of Inglewood,Inglewood,CA,,90268,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter," 12,150,996 ",  12 ,DR,DO,8,,0,,  9.25 ,,  -   ,,  4.31 ,, 0 ,, 0 ,,65292,, 0 ,, 0 ,,7055,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,30377,, 0 ,,0.0
City of San Luis Obispo,San Luis Obispo,CA,9156,90156,"City, County or Local Government Unit or Department of Transportation",Full Reporter," 59,219 ",  12 ,MB,PT,12,,0,,  10.20 ,,  3.11 ,,  25.18 ,," 382,799 ",," 409,798 ",,382799,," 26,999 ",," 39,312 ",,37535,," 1,777 ",, 0 ,, 0 ,, 0 ,, 0 ,,945288,," 2,939,693 ",,89.4
City of Inglewood,Inglewood,CA,,90268,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter," 12,150,996 ",  12 ,MB,DO,1,,0,,  8.71 ,,  -   ,,  6.28 ,, 0 ,, 0 ,,12105,, 0 ,, 0 ,,1389,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,8728,, 0 ,,0.0
"Mountain Area Regional Transit Authority, dba: Mountain Transit",Big Bear Lake,CA,9R02-050,9R02-91012,Independent Public Agency or Authority of Transit Service,Rural Reporter, 0 ,  11 ,MB,DO,5,,0,,  16.27 ,,  -   ,,  6.80 ,, 0 ,, 0 ,,332579,, 0 ,, 0 ,,20441,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,138904,, 0 ,,0.0
Amador Regional Transit System,Jackson,CA,9R02-018,9R02-91000,Independent Public Agency or Authority of Transit Service,Rural Reporter, 0 ,  11 ,MB,DO,8,,0,,  20.51 ,,  -   ,,  4.28 ,, 0 ,, 0 ,,193882,, 0 ,, 0 ,,9454,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,40416,, 0 ,,0.0
"Calaveras County Department of Public Works, dba: Calaveras Transit",San Andreas,CA,9R02-007,9R02-91063,"City, County or Local Government Unit or Department of Transportation",Rural Reporter, 0 ,  11 ,MB,PT,11,,0,,  26.75 ,,  -   ,,  3.26 ,, 0 ,, 0 ,,321322,, 0 ,, 0 ,,12013,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,39188,, 0 ,,0.0
"Mountain Area Regional Transit Authority, dba: Mountain Transit",Big Bear Lake,CA,9R02-050,9R02-91012,Independent Public Agency or Authority of Transit Service,Rural Reporter, 0 ,  11 ,DR,DO,3,,0,,  12.47 ,,  -   ,,  2.09 ,, 0 ,, 0 ,,111719,, 0 ,, 0 ,,8962,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,18759,, 0 ,,0.0
